Sample in Buffer,Sample in Window,TRIGGER,i_system_wrapper/system_i/acq_data_fifo_m_axis_tvalid,i_system_wrapper/system_i/acq_l1_data_slice_Dout[15:0],i_system_wrapper/system_i/acq_l5_data_slice_Dout[15:0],i_system_wrapper/system_i/trk_data_fifo_m_axis_tdata[31:0],i_system_wrapper/system_i/trk_data_fifo_m_axis_tvalid
510,510,0,0,faf7,ffff,fefff3eb,0
511,511,0,0,faf7,ffff,fefff3eb,0
512,512,1,0,faf7,ffff,fefff3eb,0
513,513,0,0,faf7,ffff,fd02f2e9,1
514,514,0,0,faf7,ffff,fd02f2e9,0
515,515,0,0,faf7,ffff,fd02f2e9,0
516,516,0,0,faf7,ffff,fd02f2e9,0
517,517,0,0,faf7,ffff,fc00f3ee,1
518,518,0,0,faf7,ffff,fc00f3ee,0
519,519,0,0,faf7,ffff,fc00f3ee,0
520,520,0,0,faf7,ffff,fc00f3ee,0
521,521,0,0,faf7,ffff,fc00f3ee,0
522,522,0,0,faf7,ffff,0000fae7,1
523,523,0,0,faf7,ffff,0000fae7,0
524,524,0,0,faf7,ffff,0000fae7,0
525,525,0,0,faf7,ffff,0000fae7,0
526,526,0,0,faf7,ffff,fdfff4eb,1
527,527,0,0,faf7,ffff,fdfff4eb,0
528,528,0,0,faf7,ffff,fdfff4eb,0
529,529,0,0,faf7,ffff,fdfff4eb,0
530,530,0,0,faf7,ffff,fdfff4eb,0
531,531,0,0,faf7,ffff,fffdf4f1,1
532,532,0,0,faf7,ffff,fffdf4f1,0
533,533,0,0,faf7,ffff,fffdf4f1,0
534,534,0,0,faf7,ffff,fffdf4f1,0
535,535,0,0,faf7,ffff,fffdf4f1,0
536,536,0,0,faf7,ffff,01fff5ed,1
537,537,0,0,faf7,ffff,01fff5ed,0
538,538,0,0,faf7,ffff,01fff5ed,0
539,539,0,0,faf7,ffff,01fff5ed,0
540,540,0,0,faf7,ffff,fb01f7eb,1
541,541,0,0,faf7,ffff,fb01f7eb,0
542,542,0,0,faf7,ffff,fb01f7eb,0
543,543,0,0,faf7,ffff,fb01f7eb,0
544,544,0,0,faf7,ffff,fb01f7eb,0
545,545,0,0,faf7,ffff,fb00f1ef,1
546,546,0,0,faf7,ffff,fb00f1ef,0
547,547,0,0,faf7,ffff,fb00f1ef,0
548,548,0,0,faf7,ffff,fb00f1ef,0
549,549,0,0,faf7,ffff,fbfdf3eb,1
550,550,0,0,faf7,ffff,fbfdf3eb,0
551,551,0,0,faf7,ffff,fbfdf3eb,0
552,552,0,0,faf7,ffff,fbfdf3eb,0
553,553,0,0,faf7,ffff,fbfdf3eb,0
554,554,0,0,faf7,ffff,fdfef3ea,1
555,555,0,0,faf7,ffff,fdfef3ea,0
556,556,0,0,faf7,ffff,fdfef3ea,0
557,557,0,0,faf7,ffff,fdfef3ea,0
558,558,0,0,faf7,ffff,fffef8ea,1
559,559,0,0,faf7,ffff,fffef8ea,0
560,560,0,0,faf7,ffff,fffef8ea,0
561,561,0,0,faf7,ffff,fffef8ea,0
562,562,0,0,faf7,ffff,fffef8ea,0
563,563,0,0,faf7,ffff,0202f9f0,1
564,564,0,0,faf7,ffff,0202f9f0,0
565,565,0,0,faf7,ffff,0202f9f0,0
566,566,0,0,faf7,ffff,0202f9f0,0
567,567,0,0,faf7,ffff,0202f9f0,0
568,568,0,0,faf7,ffff,fffef6eb,1
569,569,0,0,faf7,ffff,fffef6eb,0
570,570,0,0,faf7,ffff,fffef6eb,0
571,571,0,0,faf7,ffff,fffef6eb,0
572,572,0,0,faf7,ffff,fefdf6ed,1
573,573,0,0,faf7,ffff,fefdf6ed,0
574,574,0,0,faf7,ffff,fefdf6ed,0
575,575,0,0,faf7,ffff,fefdf6ed,0
576,576,0,0,faf7,ffff,fefdf6ed,0
577,577,0,0,faf7,ffff,fd02f5ec,1
578,578,0,0,faf7,ffff,fd02f5ec,0
579,579,0,0,faf7,ffff,fd02f5ec,0
580,580,0,0,faf7,ffff,fd02f5ec,0
581,581,0,0,faf7,ffff,fffef5f2,1
582,582,0,0,faf7,ffff,fffef5f2,0
583,583,0,0,faf7,ffff,fffef5f2,0
584,584,0,0,faf7,ffff,fffef5f2,0
585,585,0,0,faf7,ffff,fffef5f2,0
586,586,0,1,f9f5,ff00,00fcf7ea,1
587,587,0,0,f9f5,ff00,00fcf7ea,0
588,588,0,0,f9f5,ff00,00fcf7ea,0
589,589,0,0,f9f5,ff00,00fcf7ea,0
590,590,0,0,f9f5,ff00,00fcf7ea,0
591,591,0,0,f9f5,ff00,fefff3e8,1
592,592,0,0,f9f5,ff00,fefff3e8,0
593,593,0,0,f9f5,ff00,fefff3e8,0
594,594,0,0,f9f5,ff00,fefff3e8,0
595,595,0,0,f9f5,ff00,fffff7ec,1
596,596,0,0,f9f5,ff00,fffff7ec,0
597,597,0,0,f9f5,ff00,fffff7ec,0
598,598,0,0,f9f5,ff00,fffff7ec,0
599,599,0,0,f9f5,ff00,fffff7ec,0
600,600,0,0,f9f5,ff00,0100f6eb,1
601,601,0,0,f9f5,ff00,0100f6eb,0
602,602,0,0,f9f5,ff00,0100f6eb,0
603,603,0,0,f9f5,ff00,0100f6eb,0
604,604,0,0,f9f5,ff00,02fcf5ed,1
605,605,0,0,f9f5,ff00,02fcf5ed,0
606,606,0,0,f9f5,ff00,02fcf5ed,0
607,607,0,0,f9f5,ff00,02fcf5ed,0
608,608,0,0,f9f5,ff00,02fcf5ed,0
609,609,0,0,f9f5,ff00,fdfff5ed,1
610,610,0,0,f9f5,ff00,fdfff5ed,0
611,611,0,0,f9f5,ff00,fdfff5ed,0
612,612,0,0,f9f5,ff00,fdfff5ed,0
613,613,0,0,f9f5,ff00,fc03f5e6,1
614,614,0,0,f9f5,ff00,fc03f5e6,0
615,615,0,0,f9f5,ff00,fc03f5e6,0
616,616,0,0,f9f5,ff00,fc03f5e6,0
617,617,0,0,f9f5,ff00,fc03f5e6,0
618,618,0,0,f9f5,ff00,00fef4ec,1
619,619,0,0,f9f5,ff00,00fef4ec,0
620,620,0,0,f9f5,ff00,00fef4ec,0
621,621,0,0,f9f5,ff00,00fef4ec,0
622,622,0,0,f9f5,ff00,00fef4ec,0
623,623,0,0,f9f5,ff00,fd00f5ed,1
624,624,0,0,f9f5,ff00,fd00f5ed,0
625,625,0,0,f9f5,ff00,fd00f5ed,0
626,626,0,0,f9f5,ff00,fd00f5ed,0
627,627,0,0,f9f5,ff00,fe00f6ea,1
628,628,0,0,f9f5,ff00,fe00f6ea,0
629,629,0,0,f9f5,ff00,fe00f6ea,0
630,630,0,0,f9f5,ff00,fe00f6ea,0
631,631,0,0,f9f5,ff00,fe00f6ea,0
632,632,0,0,f9f5,ff00,04fd0702,1
633,633,0,0,f9f5,ff00,04fd0702,0
634,634,0,0,f9f5,ff00,04fd0702,0
635,635,0,0,f9f5,ff00,04fd0702,0
636,636,0,0,f9f5,ff00,feff061a,1
637,637,0,0,f9f5,ff00,feff061a,0
638,638,0,0,f9f5,ff00,feff061a,0
639,639,0,0,f9f5,ff00,feff061a,0
640,640,0,0,f9f5,ff00,feff061a,0
641,641,0,0,f9f5,ff00,00000814,1
642,642,0,0,f9f5,ff00,00000814,0
643,643,0,0,f9f5,ff00,00000814,0
644,644,0,0,f9f5,ff00,00000814,0
645,645,0,0,f9f5,ff00,fffe0c15,1
646,646,0,0,f9f5,ff00,fffe0c15,0
647,647,0,0,f9f5,ff00,fffe0c15,0
648,648,0,0,f9f5,ff00,fffe0c15,0
649,649,0,0,f9f5,ff00,fffe0c15,0
650,650,0,0,f9f5,ff00,feff0c12,1
651,651,0,0,f9f5,ff00,feff0c12,0
652,652,0,0,f9f5,ff00,feff0c12,0
653,653,0,0,f9f5,ff00,feff0c12,0
654,654,0,0,f9f5,ff00,feff0c12,0
655,655,0,0,f9f5,ff00,fffe0611,1
656,656,0,0,f9f5,ff00,fffe0611,0
657,657,0,0,f9f5,ff00,fffe0611,0
658,658,0,0,f9f5,ff00,fffe0611,0
659,659,0,0,f9f5,ff00,02010a13,1
660,660,0,0,f9f5,ff00,02010a13,0
661,661,0,0,f9f5,ff00,02010a13,0
662,662,0,0,f9f5,ff00,02010a13,0
663,663,0,0,f9f5,ff00,02010a13,0
664,664,0,0,f9f5,ff00,feff0815,1
665,665,0,0,f9f5,ff00,feff0815,0
666,666,0,0,f9f5,ff00,feff0815,0
667,667,0,0,f9f5,ff00,feff0815,0
668,668,0,0,f9f5,ff00,feff0812,1
669,669,0,0,f9f5,ff00,feff0812,0
670,670,0,0,f9f5,ff00,feff0812,0
671,671,0,0,f9f5,ff00,feff0812,0
672,672,0,0,f9f5,ff00,feff0812,0
673,673,0,0,f9f5,ff00,00000612,1
674,674,0,0,f9f5,ff00,00000612,0
675,675,0,0,f9f5,ff00,00000612,0
676,676,0,0,f9f5,ff00,00000612,0
677,677,0,1,faf6,ff00,fefe0915,1
678,678,0,0,faf6,ff00,fefe0915,0
679,679,0,0,faf6,ff00,fefe0915,0
680,680,0,0,faf6,ff00,fefe0915,0
681,681,0,0,faf6,ff00,fefe0915,0
682,682,0,0,faf6,ff00,fdff0917,1
683,683,0,0,faf6,ff00,fdff0917,0
684,684,0,0,faf6,ff00,fdff0917,0
685,685,0,0,faf6,ff00,fdff0917,0
686,686,0,0,faf6,ff00,fdff0917,0
687,687,0,0,faf6,ff00,fefc0913,1
688,688,0,0,faf6,ff00,fefc0913,0
689,689,0,0,faf6,ff00,fefc0913,0
690,690,0,0,faf6,ff00,fefc0913,0
691,691,0,0,faf6,ff00,00010915,1
692,692,0,0,faf6,ff00,00010915,0
693,693,0,0,faf6,ff00,00010915,0
694,694,0,0,faf6,ff00,00010915,0
695,695,0,0,faf6,ff00,00010915,0
696,696,0,0,faf6,ff00,00010c14,1
697,697,0,0,faf6,ff00,00010c14,0
698,698,0,0,faf6,ff00,00010c14,0
699,699,0,0,faf6,ff00,00010c14,0
700,700,0,0,faf6,ff00,01010815,1
701,701,0,0,faf6,ff00,01010815,0
702,702,0,0,faf6,ff00,01010815,0
703,703,0,0,faf6,ff00,01010815,0
704,704,0,0,faf6,ff00,01010815,0
705,705,0,0,faf6,ff00,ff010b16,1
706,706,0,0,faf6,ff00,ff010b16,0
707,707,0,0,faf6,ff00,ff010b16,0
708,708,0,0,faf6,ff00,ff010b16,0
709,709,0,0,faf6,ff00,ff010b16,0
710,710,0,0,faf6,ff00,fcfc0917,1
711,711,0,0,faf6,ff00,fcfc0917,0
712,712,0,0,faf6,ff00,fcfc0917,0
713,713,0,0,faf6,ff00,fcfc0917,0
714,714,0,0,faf6,ff00,ff010b11,1
715,715,0,0,faf6,ff00,ff010b11,0
716,716,0,0,faf6,ff00,ff010b11,0
717,717,0,0,faf6,ff00,ff010b11,0
718,718,0,0,faf6,ff00,ff010b11,0
719,719,0,0,faf6,ff00,00010c13,1
720,720,0,0,faf6,ff00,00010c13,0
721,721,0,0,faf6,ff00,00010c13,0
722,722,0,0,faf6,ff00,00010c13,0
723,723,0,0,faf6,ff00,fefd0a13,1
724,724,0,0,faf6,ff00,fefd0a13,0
725,725,0,0,faf6,ff00,fefd0a13,0
726,726,0,0,faf6,ff00,fefd0a13,0
727,727,0,0,faf6,ff00,fefd0a13,0
728,728,0,0,faf6,ff00,fffe0b12,1
729,729,0,0,faf6,ff00,fffe0b12,0
730,730,0,0,faf6,ff00,fffe0b12,0
731,731,0,0,faf6,ff00,fffe0b12,0
732,732,0,0,faf6,ff00,ff010a15,1
733,733,0,0,faf6,ff00,ff010a15,0
734,734,0,0,faf6,ff00,ff010a15,0
735,735,0,0,faf6,ff00,ff010a15,0
736,736,0,0,faf6,ff00,ff010a15,0
737,737,0,0,faf6,ff00,fdfc0b16,1
738,738,0,0,faf6,ff00,fdfc0b16,0
739,739,0,0,faf6,ff00,fdfc0b16,0
740,740,0,0,faf6,ff00,fdfc0b16,0
741,741,0,0,faf6,ff00,fdfc0b16,0
742,742,0,0,faf6,ff00,ff000914,1
743,743,0,0,faf6,ff00,ff000914,0
744,744,0,0,faf6,ff00,ff000914,0
745,745,0,0,faf6,ff00,ff000914,0
746,746,0,0,faf6,ff00,01010911,1
747,747,0,0,faf6,ff00,01010911,0
748,748,0,0,faf6,ff00,01010911,0
749,749,0,0,faf6,ff00,01010911,0
750,750,0,0,faf6,ff00,01010911,0
751,751,0,0,faf6,ff00,ff020b12,1
752,752,0,0,faf6,ff00,ff020b12,0
753,753,0,0,faf6,ff00,ff020b12,0
754,754,0,0,faf6,ff00,ff020b12,0
755,755,0,0,faf6,ff00,02000816,1
756,756,0,0,faf6,ff00,02000816,0
757,757,0,0,faf6,ff00,02000816,0
758,758,0,0,faf6,ff00,02000816,0
759,759,0,0,faf6,ff00,02000816,0
760,760,0,0,faf6,ff00,03000c13,1
761,761,0,0,faf6,ff00,03000c13,0
762,762,0,0,faf6,ff00,03000c13,0
763,763,0,0,faf6,ff00,03000c13,0
764,764,0,0,faf6,ff00,ff000917,1
765,765,0,0,faf6,ff00,ff000917,0
766,766,0,0,faf6,ff00,ff000917,0
767,767,0,0,faf6,ff00,ff000917,0
768,768,0,0,faf6,ff00,ff000917,0
769,769,0,1,f9f6,ffff,00fa0912,1
770,770,0,0,f9f6,ffff,00fa0912,0
771,771,0,0,f9f6,ffff,00fa0912,0
772,772,0,0,f9f6,ffff,00fa0912,0
773,773,0,0,f9f6,ffff,00fa0912,0
774,774,0,0,f9f6,ffff,00010a14,1
775,775,0,0,f9f6,ffff,00010a14,0
776,776,0,0,f9f6,ffff,00010a14,0
777,777,0,0,f9f6,ffff,00010a14,0
778,778,0,0,f9f6,ffff,fefc0c10,1
779,779,0,0,f9f6,ffff,fefc0c10,0
780,780,0,0,f9f6,ffff,fefc0c10,0
781,781,0,0,f9f6,ffff,fefc0c10,0
782,782,0,0,f9f6,ffff,fefc0c10,0
783,783,0,0,f9f6,ffff,00ff0a14,1
784,784,0,0,f9f6,ffff,00ff0a14,0
785,785,0,0,f9f6,ffff,00ff0a14,0
786,786,0,0,f9f6,ffff,00ff0a14,0
787,787,0,0,f9f6,ffff,03040716,1
788,788,0,0,f9f6,ffff,03040716,0
789,789,0,0,f9f6,ffff,03040716,0
790,790,0,0,f9f6,ffff,03040716,0
791,791,0,0,f9f6,ffff,03040716,0
792,792,0,0,f9f6,ffff,03fd0716,1
793,793,0,0,f9f6,ffff,03fd0716,0
794,794,0,0,f9f6,ffff,03fd0716,0
795,795,0,0,f9f6,ffff,03fd0716,0
796,796,0,0,f9f6,ffff,01010b14,1
797,797,0,0,f9f6,ffff,01010b14,0
798,798,0,0,f9f6,ffff,01010b14,0
799,799,0,0,f9f6,ffff,01010b14,0
800,800,0,0,f9f6,ffff,01010b14,0
801,801,0,0,f9f6,ffff,02030916,1
802,802,0,0,f9f6,ffff,02030916,0
803,803,0,0,f9f6,ffff,02030916,0
804,804,0,0,f9f6,ffff,02030916,0
805,805,0,0,f9f6,ffff,02030916,0
806,806,0,0,f9f6,ffff,01fc0611,1
807,807,0,0,f9f6,ffff,01fc0611,0
808,808,0,0,f9f6,ffff,01fc0611,0
809,809,0,0,f9f6,ffff,01fc0611,0
810,810,0,0,f9f6,ffff,ff000713,1
811,811,0,0,f9f6,ffff,ff000713,0
812,812,0,0,f9f6,ffff,ff000713,0
813,813,0,0,f9f6,ffff,ff000713,0
814,814,0,0,f9f6,ffff,ff000713,0
815,815,0,0,f9f6,ffff,fd010711,1
816,816,0,0,f9f6,ffff,fd010711,0
817,817,0,0,f9f6,ffff,fd010711,0
818,818,0,0,f9f6,ffff,fd010711,0
819,819,0,0,f9f6,ffff,00fe0a17,1
820,820,0,0,f9f6,ffff,00fe0a17,0
821,821,0,0,f9f6,ffff,00fe0a17,0
822,822,0,0,f9f6,ffff,00fe0a17,0
823,823,0,0,f9f6,ffff,00fe0a17,0
824,824,0,0,f9f6,ffff,00030716,1
825,825,0,0,f9f6,ffff,00030716,0
826,826,0,0,f9f6,ffff,00030716,0
827,827,0,0,f9f6,ffff,00030716,0
828,828,0,0,f9f6,ffff,00030716,0
829,829,0,0,f9f6,ffff,ff000915,1
830,830,0,0,f9f6,ffff,ff000915,0
831,831,0,0,f9f6,ffff,ff000915,0
832,832,0,0,f9f6,ffff,ff000915,0
833,833,0,0,f9f6,ffff,01010814,1
834,834,0,0,f9f6,ffff,01010814,0
835,835,0,0,f9f6,ffff,01010814,0
836,836,0,0,f9f6,ffff,01010814,0
837,837,0,0,f9f6,ffff,01010814,0
838,838,0,0,f9f6,ffff,01010711,1
839,839,0,0,f9f6,ffff,01010711,0
840,840,0,0,f9f6,ffff,01010711,0
841,841,0,0,f9f6,ffff,01010711,0
842,842,0,0,f9f6,ffff,02fe0a13,1
843,843,0,0,f9f6,ffff,02fe0a13,0
844,844,0,0,f9f6,ffff,02fe0a13,0
845,845,0,0,f9f6,ffff,02fe0a13,0
846,846,0,0,f9f6,ffff,02fe0a13,0
847,847,0,0,f9f6,ffff,00010816,1
848,848,0,0,f9f6,ffff,00010816,0
849,849,0,0,f9f6,ffff,00010816,0
850,850,0,0,f9f6,ffff,00010816,0
851,851,0,0,f9f6,ffff,00fe0b13,1
852,852,0,0,f9f6,ffff,00fe0b13,0
853,853,0,0,f9f6,ffff,00fe0b13,0
854,854,0,0,f9f6,ffff,00fe0b13,0
855,855,0,0,f9f6,ffff,00fe0b13,0
856,856,0,0,f9f6,ffff,fffe0918,1
857,857,0,0,f9f6,ffff,fffe0918,0
858,858,0,0,f9f6,ffff,fffe0918,0
859,859,0,0,f9f6,ffff,fffe0918,0
860,860,0,0,f9f6,ffff,fffe0918,0
861,861,0,1,faf5,ffff,fe040a11,1
862,862,0,0,faf5,ffff,fe040a11,0
863,863,0,0,faf5,ffff,fe040a11,0
864,864,0,0,faf5,ffff,fe040a11,0
865,865,0,0,faf5,ffff,01000913,1
866,866,0,0,faf5,ffff,01000913,0
867,867,0,0,faf5,ffff,01000913,0
868,868,0,0,faf5,ffff,01000913,0
869,869,0,0,faf5,ffff,01000913,0
870,870,0,0,faf5,ffff,03010a13,1
871,871,0,0,faf5,ffff,03010a13,0
872,872,0,0,faf5,ffff,03010a13,0
873,873,0,0,faf5,ffff,03010a13,0
874,874,0,0,faf5,ffff,00ff0714,1
875,875,0,0,faf5,ffff,00ff0714,0
876,876,0,0,faf5,ffff,00ff0714,0
877,877,0,0,faf5,ffff,00ff0714,0
878,878,0,0,faf5,ffff,00ff0714,0
879,879,0,0,faf5,ffff,00ff0915,1
880,880,0,0,faf5,ffff,00ff0915,0
881,881,0,0,faf5,ffff,00ff0915,0
882,882,0,0,faf5,ffff,00ff0915,0
883,883,0,0,faf5,ffff,00ff0916,1
884,884,0,0,faf5,ffff,00ff0916,0
885,885,0,0,faf5,ffff,00ff0916,0
886,886,0,0,faf5,ffff,00ff0916,0
887,887,0,0,faf5,ffff,00ff0916,0
888,888,0,0,faf5,ffff,01000b0d,1
889,889,0,0,faf5,ffff,01000b0d,0
890,890,0,0,faf5,ffff,01000b0d,0
891,891,0,0,faf5,ffff,01000b0d,0
892,892,0,0,faf5,ffff,01000b0d,0
893,893,0,0,faf5,ffff,fe000714,1
894,894,0,0,faf5,ffff,fe000714,0
895,895,0,0,faf5,ffff,fe000714,0
896,896,0,0,faf5,ffff,fe000714,0
897,897,0,0,faf5,ffff,00ff0914,1
898,898,0,0,faf5,ffff,00ff0914,0
899,899,0,0,faf5,ffff,00ff0914,0
900,900,0,0,faf5,ffff,00ff0914,0
901,901,0,0,faf5,ffff,00ff0914,0
902,902,0,0,faf5,ffff,01000914,1
903,903,0,0,faf5,ffff,01000914,0
904,904,0,0,faf5,ffff,01000914,0
905,905,0,0,faf5,ffff,01000914,0
906,906,0,0,faf5,ffff,02000816,1
907,907,0,0,faf5,ffff,02000816,0
908,908,0,0,faf5,ffff,02000816,0
909,909,0,0,faf5,ffff,02000816,0
910,910,0,0,faf5,ffff,02000816,0
911,911,0,0,faf5,ffff,00ff0617,1
912,912,0,0,faf5,ffff,00ff0617,0
913,913,0,0,faf5,ffff,00ff0617,0
914,914,0,0,faf5,ffff,00ff0617,0
915,915,0,0,faf5,ffff,00ff0617,0
916,916,0,0,faf5,ffff,01000714,1
917,917,0,0,faf5,ffff,01000714,0
918,918,0,0,faf5,ffff,01000714,0
919,919,0,0,faf5,ffff,01000714,0
920,920,0,0,faf5,ffff,ffff0914,1
921,921,0,0,faf5,ffff,ffff0914,0
922,922,0,0,faf5,ffff,ffff0914,0
923,923,0,0,faf5,ffff,ffff0914,0
924,924,0,0,faf5,ffff,ffff0914,0
925,925,0,0,faf5,ffff,fd000b13,1
926,926,0,0,faf5,ffff,fd000b13,0
927,927,0,0,faf5,ffff,fd000b13,0
928,928,0,0,faf5,ffff,fd000b13,0
929,929,0,0,faf5,ffff,fffe051a,1
930,930,0,0,faf5,ffff,fffe051a,0
931,931,0,0,faf5,ffff,fffe051a,0
932,932,0,0,faf5,ffff,fffe051a,0
933,933,0,0,faf5,ffff,fffe051a,0
934,934,0,0,faf5,ffff,00050917,1
935,935,0,0,faf5,ffff,00050917,0
936,936,0,0,faf5,ffff,00050917,0
937,937,0,0,faf5,ffff,00050917,0
938,938,0,0,faf5,ffff,01ff0816,1
939,939,0,0,faf5,ffff,01ff0816,0
940,940,0,0,faf5,ffff,01ff0816,0
941,941,0,0,faf5,ffff,01ff0816,0
942,942,0,0,faf5,ffff,01ff0816,0
943,943,0,0,faf5,ffff,00000914,1
944,944,0,0,faf5,ffff,00000914,0
945,945,0,0,faf5,ffff,00000914,0
946,946,0,0,faf5,ffff,00000914,0
947,947,0,0,faf5,ffff,00000914,0
948,948,0,0,faf5,ffff,00030814,1
949,949,0,0,faf5,ffff,00030814,0
950,950,0,0,faf5,ffff,00030814,0
951,951,0,0,faf5,ffff,00030814,0
952,952,0,1,fbf6,ffff,03fe0a14,1
953,953,0,0,fbf6,ffff,03fe0a14,0
954,954,0,0,fbf6,ffff,03fe0a14,0
955,955,0,0,fbf6,ffff,03fe0a14,0
956,956,0,0,fbf6,ffff,03fe0a14,0
957,957,0,0,fbf6,ffff,ff020913,1
958,958,0,0,fbf6,ffff,ff020913,0
959,959,0,0,fbf6,ffff,ff020913,0
960,960,0,0,fbf6,ffff,ff020913,0
961,961,0,0,fbf6,ffff,02010d13,1
962,962,0,0,fbf6,ffff,02010d13,0
963,963,0,0,fbf6,ffff,02010d13,0
964,964,0,0,fbf6,ffff,02010d13,0
965,965,0,0,fbf6,ffff,02010d13,0
966,966,0,0,fbf6,ffff,00000814,1
967,967,0,0,fbf6,ffff,00000814,0
968,968,0,0,fbf6,ffff,00000814,0
969,969,0,0,fbf6,ffff,00000814,0
970,970,0,0,fbf6,ffff,fe020914,1
971,971,0,0,fbf6,ffff,fe020914,0
972,972,0,0,fbf6,ffff,fe020914,0
973,973,0,0,fbf6,ffff,fe020914,0
974,974,0,0,fbf6,ffff,fe020914,0
975,975,0,0,fbf6,ffff,fe010a12,1
976,976,0,0,fbf6,ffff,fe010a12,0
977,977,0,0,fbf6,ffff,fe010a12,0
978,978,0,0,fbf6,ffff,fe010a12,0
979,979,0,0,fbf6,ffff,fe010a12,0
980,980,0,0,fbf6,ffff,ff000a12,1
981,981,0,0,fbf6,ffff,ff000a12,0
982,982,0,0,fbf6,ffff,ff000a12,0
983,983,0,0,fbf6,ffff,ff000a12,0
984,984,0,0,fbf6,ffff,02020a17,1
985,985,0,0,fbf6,ffff,02020a17,0
986,986,0,0,fbf6,ffff,02020a17,0
987,987,0,0,fbf6,ffff,02020a17,0
988,988,0,0,fbf6,ffff,02020a17,0
989,989,0,0,fbf6,ffff,02030b13,1
990,990,0,0,fbf6,ffff,02030b13,0
991,991,0,0,fbf6,ffff,02030b13,0
992,992,0,0,fbf6,ffff,02030b13,0
993,993,0,0,fbf6,ffff,fe000714,1
994,994,0,0,fbf6,ffff,fe000714,0
995,995,0,0,fbf6,ffff,fe000714,0
996,996,0,0,fbf6,ffff,fe000714,0
997,997,0,0,fbf6,ffff,fe000714,0
998,998,0,0,fbf6,ffff,00020911,1
999,999,0,0,fbf6,ffff,00020911,0
1000,1000,0,0,fbf6,ffff,00020911,0
1001,1001,0,0,fbf6,ffff,00020911,0
1002,1002,0,0,fbf6,ffff,01050716,1
1003,1003,0,0,fbf6,ffff,01050716,0
1004,1004,0,0,fbf6,ffff,01050716,0
1005,1005,0,0,fbf6,ffff,01050716,0
1006,1006,0,0,fbf6,ffff,01050716,0
1007,1007,0,0,fbf6,ffff,02000913,1
1008,1008,0,0,fbf6,ffff,02000913,0
1009,1009,0,0,fbf6,ffff,02000913,0
1010,1010,0,0,fbf6,ffff,02000913,0
1011,1011,0,0,fbf6,ffff,02000913,0
1012,1012,0,0,fbf6,ffff,03fc0c16,1
1013,1013,0,0,fbf6,ffff,03fc0c16,0
1014,1014,0,0,fbf6,ffff,03fc0c16,0
1015,1015,0,0,fbf6,ffff,03fc0c16,0
1016,1016,0,0,fbf6,ffff,fd000a15,1
1017,1017,0,0,fbf6,ffff,fd000a15,0
1018,1018,0,0,fbf6,ffff,fd000a15,0
1019,1019,0,0,fbf6,ffff,fd000a15,0
1020,1020,0,0,fbf6,ffff,fd000a15,0
1021,1021,0,0,fbf6,ffff,ff010914,1
1022,1022,0,0,fbf6,ffff,ff010914,0
1023,1023,0,0,fbf6,ffff,ff010914,0
